State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,ResponseNumeric
IA,Iowa,241.5415525,No,Basic,College,2/14/2011,Employed,F,40903,Suburban,Married,61,12,5,0,1,Corporate Auto,Corporate L3,Hail,Call Center,409.88696,Four-Door Car,Small,0
MO,Missouri,754.5548643,No,Basic,High School or Below,1/23/2011,Unemployed,F,0,Suburban,Married,106,19,67,1,3,Corporate Auto,Corporate L3,Scratch/Dent,Agent,631.108223,SUV,Medsize,0
MO,Missouri,526.4425866,No,Basic,High School or Below,1/16/2011,Employed,F,24031,Suburban,Married,66,32,37,0,3,Personal Auto,Personal L2,Other,Call Center,316.8,Four-Door Car,Small,0
IA,Iowa,447.448438,No,Basic,High School or Below,2/22/2011,Employed,M,84927,Suburban,Married,112,27,83,0,1,Personal Auto,Personal L2,Hail,Call Center,537.6,SUV,Small,0
IA,Iowa,2157.886035,No,Basic,Bachelor,2/14/2011,Unemployed,F,0,Suburban,Married,72,20,11,0,2,Corporate Auto,Corporate L3,Collision,Agent,510.976913,Two-Door Car,Small,0
MO,Missouri,290.2622439,No,Basic,College,1/12/2011,Employed,F,23893,Urban,Married,73,19,21,0,1,Personal Auto,Personal L1,Hail,Agent,186.292275,Four-Door Car,Medsize,0
NE,Nebraska,1087.64794,No,Extended,Doctor,2/4/2011,Employed,M,71255,Rural,Single,138,28,16,0,4,Personal Auto,Personal L1,Collision,Agent,138.633681,Sports Car,Medsize,0
OK,Oklahoma,441.3285858,No,Basic,College,1/3/2011,Employed,F,37697,Rural,Married,112,35,8,0,1,Personal Auto,Personal L2,Other,Agent,38.403843,SUV,Small,0
NE,Nebraska,1250.449422,No,Premium,College,1/22/2011,Employed,M,33746,Suburban,Married,106,29,23,0,2,Personal Auto,Personal L2,Hail,Call Center,508.8,Two-Door Car,Medsize,0
KS,Kansas,746.2926263,Yes,Extended,College,1/28/2011,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L1,Hail,Call Center,7.345946,Two-Door Car,Small,1
IA,Iowa,469.0793868,No,Premium,Bachelor,1/12/2011,Employed,M,43367,Suburban,Divorced,118,6,20,0,1,Personal Auto,Personal L1,Hail,Branch,1026.741926,Four-Door Car,Medsize,0
MO,Missouri,294.3045259,No,Extended,High School or Below,1/18/2011,Unemployed,F,0,Suburban,Single,81,26,23,0,1,Personal Auto,Personal L3,Other,Branch,388.8,Two-Door Car,Large,0
IA,Iowa,500.3336664,No,Basic,Doctor,1/19/2011,Unemployed,F,0,Suburban,Married,66,12,20,1,4,Personal Auto,Personal L3,Hail,Agent,445.19869,Four-Door Car,Small,0
OK,Oklahoma,1346.692071,Yes,Basic,High School or Below,2/23/2011,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Special Auto,Special L2,Hail,Agent,571.2,SUV,Small,1
MO,Missouri,338.6186515,No,Extended,College,2/13/2011,Employed,M,67249,Rural,Divorced,86,25,4,0,1,Special Auto,Special L1,Scratch/Dent,Web,33.894695,Four-Door Car,Medsize,0
MO,Missouri,550.3440723,No,Basic,Bachelor,2/8/2011,Employed,F,76839,Suburban,Married,68,12,85,0,3,Personal Auto,Personal L2,Collision,Call Center,326.4,Four-Door Car,Medsize,0
IA,Iowa,2580.7063,Yes,Extended,College,2/13/2011,Employed,F,71210,Suburban,Married,214,8,89,1,2,Personal Auto,Personal L2,Collision,Branch,1027.2,Luxury Car,Small,1
MO,Missouri,473.934663,No,Premium,Bachelor,2/11/2011,Employed,F,49447,Suburban,Married,119,9,48,2,1,Personal Auto,Personal L2,Collision,Branch,762.007253,Four-Door Car,Medsize,0
OK,Oklahoma,1577.788702,No,Basic,High School or Below,1/3/2011,Employed,F,98713,Urban,Married,65,3,91,0,2,Personal Auto,Personal L2,Hail,Call Center,289.894293,Two-Door Car,Medsize,0
IA,Iowa,261.9865336,No,Basic,Bachelor,2/19/2011,Employed,M,26094,Rural,Married,67,16,84,0,1,Personal Auto,Personal L1,Other,Branch,2.028223,Two-Door Car,Medsize,0
MO,Missouri,1544.566166,No,Basic,Master,1/28/2011,Employed,M,26990,Urban,Married,65,9,60,1,2,Personal Auto,Personal L1,Scratch/Dent,Agent,297.864823,Four-Door Car,Medsize,0
KS,Kansas,335.5528168,No,Extended,College,1/26/2011,Employed,F,46644,Rural,Married,84,34,19,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,150.688024,Four-Door Car,Medsize,0
MO,Missouri,287.408847,No,Basic,Master,2/28/2011,Employed,F,33462,Rural,Married,72,12,9,0,1,Personal Auto,Personal L3,Hail,Branch,112.425578,Four-Door Car,Medsize,0
IA,Iowa,284.6645431,No,Basic,Bachelor,1/28/2011,Employed,F,66880,Suburban,Married,71,7,54,0,1,Personal Auto,Personal L3,Other,Branch,340.8,Four-Door Car,Medsize,0
NE,Nebraska,2381.352051,No,Basic,Bachelor,1/27/2011,Employed,M,88680,Urban,Married,66,5,66,0,2,Personal Auto,Personal L1,Hail,Web,201.762191,Four-Door Car,Medsize,0
IA,Iowa,531.3467001,No,Extended,High School or Below,2/6/2011,Unemployed,M,0,Suburban,Single,79,4,78,0,4,Corporate Auto,Corporate L2,Collision,Branch,568.8,Two-Door Car,Medsize,0
KS,Kansas,373.0144916,No,Extended,College,1/3/2011,Employed,M,75132,Suburban,Married,93,7,33,2,1,Personal Auto,Personal L2,Other,Call Center,446.4,Four-Door Car,Medsize,0
MO,Missouri,903.1214859,Yes,Extended,Master,2/23/2011,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Personal Auto,Personal L2,Collision,Branch,650.52179,Sports Car,Medsize,1
MO,Missouri,593.128489,No,Basic,High School or Below,2/7/2011,Employed,F,56617,Suburban,Married,74,18,24,0,3,Personal Auto,Personal L2,Other,Call Center,355.2,Four-Door Car,Small,0
MO,Missouri,942.9080755,No,Extended,College,2/27/2011,Employed,F,75638,Rural,Divorced,83,6,52,4,2,Personal Auto,Personal L3,Other,Agent,108.69654,Four-Door Car,Medsize,0
MO,Missouri,761.3049819,No,Basic,Bachelor,2/27/2011,Disabled,F,24982,Suburban,Married,109,20,52,4,7,Personal Auto,Personal L1,Collision,Web,523.2,SUV,Medsize,0
KS,Kansas,331.3014405,No,Extended,High School or Below,1/28/2011,Employed,F,40348,Rural,Married,83,6,56,0,1,Personal Auto,Personal L3,Hail,Agent,26.314753,Four-Door Car,Medsize,0
NE,Nebraska,731.7014254,No,Basic,College,1/20/2011,Employed,F,24083,Suburban,Divorced,63,22,2,1,2,Personal Auto,Personal L3,Collision,Agent,340.453606,Four-Door Car,Small,0
IA,Iowa,266.5737082,No,Basic,Bachelor,1/19/2011,Employed,F,81538,Urban,Divorced,66,3,46,0,1,Personal Auto,Personal L1,Other,Call Center,272.844816,Four-Door Car,Small,0
IA,Iowa,323.0576665,Yes,Extended,College,1/5/2011,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Personal Auto,Personal L2,Hail,Call Center,207.75186,Four-Door Car,Medsize,1
IA,Iowa,1736.727409,No,Premium,High School or Below,1/5/2011,Employed,M,66245,Rural,Married,145,22,58,0,2,Personal Auto,Personal L3,Hail,Agent,181.501424,SUV,Medsize,0
IA,Iowa,1059.581033,No,Basic,Bachelor,1/6/2011,Unemployed,M,0,Suburban,Divorced,102,22,20,0,2,Personal Auto,Personal L3,Collision,Branch,734.4,SUV,Small,0
MO,Missouri,599.9380228,No,Premium,College,1/4/2011,Disabled,M,26303,Suburban,Divorced,165,16,47,0,1,Personal Auto,Personal L3,Other,Agent,956.589903,SUV,Small,0
MO,Missouri,1700.600256,No,Basic,Bachelor,1/14/2011,Employed,F,58620,Suburban,Married,71,11,51,0,2,Corporate Auto,Corporate L2,Scratch/Dent,Call Center,340.8,Four-Door Car,Medsize,0
MO,Missouri,395.4344534,Yes,Basic,Bachelor,2/25/2011,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Collision,Branch,535.080276,Sports Car,Large,1
OK,Oklahoma,358.9372361,No,Extended,College,1/30/2011,Employed,F,30944,Urban,Divorced,92,15,46,0,1,Personal Auto,Personal L3,Collision,Web,348.216284,Four-Door Car,Small,0
NE,Nebraska,732.9777554,No,Premium,College,1/6/2011,Employed,M,59630,Suburban,Married,185,9,67,0,1,Personal Auto,Personal L3,Collision,Agent,888,SUV,Medsize,0
OK,Oklahoma,738.0570445,No,Basic,Bachelor,1/21/2011,Employed,F,53957,Rural,Married,184,19,80,0,1,Corporate Auto,Corporate L3,Collision,Branch,61.554272,Luxury SUV,Medsize,0
IA,Iowa,747.2672033,No,Extended,High School or Below,1/14/2011,Employed,M,44385,Suburban,Single,97,6,31,0,7,Corporate Auto,Corporate L3,Other,Call Center,465.6,Four-Door Car,Small,0
IA,Iowa,850.012195,No,Basic,High School or Below,2/10/2011,Unemployed,M,0,Suburban,Married,119,1,58,0,7,Personal Auto,Personal L3,Hail,Agent,856.8,Sports Car,Medsize,0
MO,Missouri,1935.779964,No,Premium,High School or Below,1/5/2011,Employed,F,25561,Suburban,Married,163,3,25,0,2,Corporate Auto,Corporate L1,Hail,Agent,983.374985,SUV,Medsize,0
MO,Missouri,584.6114411,No,Premium,High School or Below,1/17/2011,Employed,M,85956,Urban,Married,145,0,85,0,1,Corporate Auto,Corporate L2,Collision,Call Center,510.381882,SUV,Small,0
NE,Nebraska,223.1786517,No,Basic,High School or Below,1/12/2011,Unemployed,F,0,Suburban,Married,61,26,79,1,1,Personal Auto,Personal L3,Collision,Agent,311.404068,Four-Door Car,Small,0
IA,Iowa,486.4527356,No,Extended,Bachelor,1/2/2011,Employed,M,37406,Suburban,Married,122,23,38,1,1,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,1134.960471,SUV,Small,0
MO,Missouri,459.4292826,No,Basic,High School or Below,2/6/2011,Employed,F,39053,Suburban,Married,114,5,66,0,1,Personal Auto,Personal L1,Scratch/Dent,Agent,547.2,Sports Car,Medsize,0
IA,Iowa,304.4003202,No,Extended,High School or Below,2/15/2011,Employed,M,24475,Suburban,Single,84,11,55,3,1,Personal Auto,Personal L3,Hail,Call Center,604.8,Four-Door Car,Medsize,0
KS,Kansas,275.9978287,Yes,Basic,Bachelor,1/3/2011,Employed,M,92296,Suburban,Married,69,4,65,0,1,Personal Auto,Personal L3,Hail,Agent,331.2,Two-Door Car,Medsize,1
IA,Iowa,1106.429047,No,Extended,High School or Below,2/1/2011,Employed,M,29484,Suburban,Married,93,19,51,0,2,Personal Auto,Personal L2,Hail,Branch,446.4,Two-Door Car,Medsize,0
MO,Missouri,755.5828789,No,Premium,College,2/25/2011,Unemployed,M,0,Suburban,Single,114,19,50,0,3,Personal Auto,Personal L3,Collision,Branch,820.8,Four-Door Car,Medsize,0
IA,Iowa,746.9557777,No,Extended,College,1/3/2011,Employed,M,48088,Rural,Married,94,25,73,0,4,Personal Auto,Personal L2,Collision,Web,134.828318,Two-Door Car,Medsize,0
MO,Missouri,492.0492369,No,Basic,Bachelor,2/13/2011,Employed,M,21366,Suburban,Married,63,20,47,0,3,Personal Auto,Personal L2,Other,Branch,302.4,Two-Door Car,Small,0
NE,Nebraska,1229.86863,Yes,Basic,High School or Below,2/20/2011,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Special Auto,Special L3,Collision,Call Center,542.4,SUV,Medsize,1
KS,Kansas,463.0363287,No,Basic,High School or Below,1/13/2011,Unemployed,F,0,Suburban,Single,64,3,59,0,4,Personal Auto,Personal L3,Collision,Agent,460.8,Four-Door Car,Small,0
MO,Missouri,463.654647,Yes,Basic,College,1/1/2011,Retired,M,26802,Suburban,Married,66,7,43,1,5,Personal Auto,Personal L2,Hail,Agent,316.8,Two-Door Car,Medsize,1
NE,Nebraska,2046.771796,No,Basic,High School or Below,1/3/2011,Employed,M,89025,Urban,Married,64,32,10,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,179.251604,Four-Door Car,Large,0
MO,Missouri,379.2829528,No,Basic,Bachelor,1/21/2011,Unemployed,M,0,Suburban,Married,104,23,76,0,1,Personal Auto,Personal L3,Scratch/Dent,Branch,748.8,SUV,Medsize,0
MO,Missouri,1752.617908,No,Extended,Bachelor,1/19/2011,Employed,F,52228,Suburban,Married,220,29,72,1,8,Personal Auto,Personal L3,Scratch/Dent,Agent,1056,Luxury SUV,Medsize,0
MO,Missouri,471.5469193,No,Extended,High School or Below,2/2/2011,Unemployed,F,0,Suburban,Married,126,13,91,0,1,Personal Auto,Personal L3,Hail,Web,694.357961,SUV,Medsize,0
MO,Missouri,228.8763508,No,Basic,College,1/31/2011,Unemployed,M,0,Suburban,Divorced,63,11,30,0,1,Personal Auto,Personal L3,Hail,Web,344.288189,Four-Door Car,Large,0
MO,Missouri,567.0132321,No,Basic,College,1/14/2011,Employed,M,83086,Urban,Married,71,1,43,3,3,Personal Auto,Personal L3,Scratch/Dent,Agent,320.486645,Four-Door Car,Medsize,0
KS,Kansas,722.8993348,No,Extended,High School or Below,1/5/2011,Employed,M,53214,Suburban,Married,91,21,76,0,3,Personal Auto,Personal L3,Other,Call Center,436.8,Four-Door Car,Large,0
IA,Iowa,1100.913049,Yes,Premium,Bachelor,1/24/2011,Employed,F,51643,Suburban,Single,283,16,43,0,1,Special Auto,Special L3,Hail,Agent,1358.4,Luxury Car,Medsize,1
NE,Nebraska,563.9941974,Yes,Basic,High School or Below,1/10/2011,Employed,M,73168,Suburban,Married,70,21,50,0,3,Corporate Auto,Corporate L2,Hail,Agent,425.800112,Four-Door Car,Medsize,1
KS,Kansas,1119.646002,No,Premium,Bachelor,1/1/2011,Unemployed,F,0,Suburban,Married,298,26,94,0,1,Personal Auto,Personal L3,Collision,Branch,2145.6,Luxury Car,Medsize,0
MO,Missouri,1284.043291,No,Extended,College,2/3/2011,Unemployed,F,0,Suburban,Single,90,1,94,0,2,Personal Auto,Personal L2,Collision,Call Center,648,Two-Door Car,Large,0
IA,Iowa,882.8380695,No,Basic,Doctor,1/1/2011,Employed,M,61246,Rural,Married,110,24,21,0,3,Personal Auto,Personal L2,Hail,Branch,159.239518,Sports Car,Medsize,0
KS,Kansas,1326.879263,No,Premium,High School or Below,1/18/2011,Employed,M,32762,Urban,Married,112,26,74,0,2,Corporate Auto,Corporate L3,Collision,Call Center,326.926833,Four-Door Car,Medsize,0
MO,Missouri,372.8874098,No,Basic,College,2/27/2011,Unemployed,M,0,Suburban,Single,69,21,54,5,3,Personal Auto,Personal L2,Other,Call Center,496.8,Two-Door Car,Medsize,0
OK,Oklahoma,498.3114656,No,Extended,High School or Below,2/21/2011,Unemployed,F,0,Suburban,Divorced,133,9,85,0,1,Personal Auto,Personal L3,Collision,Branch,957.6,Sports Car,Large,0
KS,Kansas,1372.779972,Yes,Extended,College,1/8/2011,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Personal Auto,Personal L3,Collision,Agent,604.8,SUV,Medsize,1
MO,Missouri,834.3751519,No,Basic,College,2/4/2011,Employed,F,64127,Rural,Single,71,31,19,0,2,Personal Auto,Personal L2,Other,Branch,72.862304,Four-Door Car,Medsize,0
IA,Iowa,719.1831645,No,Basic,High School or Below,1/17/2011,Unemployed,M,0,Urban,Married,67,9,54,0,2,Personal Auto,Personal L3,Scratch/Dent,Branch,308.54976,Two-Door Car,Medsize,0
KS,Kansas,1375.914695,No,Extended,Bachelor,1/17/2011,Retired,F,16794,Suburban,Single,96,7,31,0,2,Personal Auto,Personal L3,Collision,Branch,460.8,Four-Door Car,Medsize,0
OK,Oklahoma,978.8713108,No,Extended,Bachelor,2/28/2011,Employed,M,31930,Rural,Married,83,19,30,0,2,Personal Auto,Personal L3,Collision,Branch,37.699658,Four-Door Car,Medsize,0
IA,Iowa,336.044356,No,Extended,Master,2/5/2011,Employed,M,74918,Urban,Single,85,13,74,0,1,Special Auto,Special L1,Other,Branch,314.246507,Two-Door Car,Medsize,0
IA,Iowa,488.7794108,No,Extended,Bachelor,2/10/2011,Employed,M,70742,Rural,Married,124,3,64,1,1,Personal Auto,Personal L2,Other,Agent,211.68058,SUV,Small,0
IA,Iowa,758.2113842,Yes,Basic,College,2/3/2011,Employed,M,64801,Urban,Married,64,23,19,0,2,Corporate Auto,Corporate L3,Hail,Web,268.471802,Four-Door Car,Medsize,1
MO,Missouri,251.6213745,No,Basic,Bachelor,2/7/2011,Employed,F,48829,Urban,Single,64,23,70,1,1,Personal Auto,Personal L2,Collision,Agent,300.312635,Four-Door Car,Medsize,0
MO,Missouri,357.134607,No,Extended,Doctor,2/13/2011,Employed,F,73853,Suburban,Single,89,7,35,0,1,Personal Auto,Personal L3,Hail,Agent,427.2,Four-Door Car,Small,0
NE,Nebraska,986.8595441,No,Extended,High School or Below,2/2/2011,Unemployed,M,0,Suburban,Single,99,25,23,0,2,Personal Auto,Personal L1,Hail,Agent,712.8,Four-Door Car,Medsize,0
IA,Iowa,537.5821564,No,Basic,Bachelor,2/25/2011,Employed,M,66844,Rural,Married,70,11,80,4,5,Personal Auto,Personal L3,Scratch/Dent,Branch,104.977375,Four-Door Car,Medsize,0
MO,Missouri,425.4620669,Yes,Basic,High School or Below,2/3/2011,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Corporate Auto,Corporate L3,Collision,Web,292.8,Two-Door Car,Small,1
MO,Missouri,306.1052283,No,Extended,Bachelor,1/11/2011,Employed,M,56869,Urban,Single,83,25,34,3,1,Personal Auto,Personal L2,Collision,Agent,269.406119,Four-Door Car,Medsize,0
NE,Nebraska,241.4770722,No,Basic,Bachelor,1/10/2011,Unemployed,M,0,Suburban,Single,67,3,54,0,1,Personal Auto,Personal L1,Collision,Branch,482.4,Two-Door Car,Large,0
KS,Kansas,452.652638,No,Basic,Bachelor,1/19/2011,Unemployed,F,0,Suburban,Single,68,20,44,1,7,Personal Auto,Personal L3,Hail,Agent,326.4,Four-Door Car,Medsize,0
NE,Nebraska,563.5294733,No,Basic,College,1/25/2011,Employed,M,59325,Urban,Married,71,13,75,0,3,Corporate Auto,Corporate L3,Hail,Call Center,229.686659,Four-Door Car,Medsize,0
NE,Nebraska,825.4698836,No,Basic,High School or Below,1/7/2011,Unemployed,F,0,Suburban,Divorced,115,19,60,0,9,Corporate Auto,Corporate L3,Collision,Agent,552,Sports Car,Large,0
KS,Kansas,732.0070571,No,Premium,High School or Below,1/5/2011,Unemployed,M,0,Suburban,Single,112,30,29,1,3,Personal Auto,Personal L2,Hail,Agent,806.4,Two-Door Car,Medsize,0
MO,Missouri,393.3813993,Yes,Basic,High School or Below,1/23/2011,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Hail,Web,674.973614,SUV,Medsize,1
NE,Nebraska,243.3089468,No,Basic,College,1/19/2011,Unemployed,M,0,Suburban,Divorced,71,31,79,0,1,Corporate Auto,Corporate L3,Collision,Agent,493.055291,Four-Door Car,Medsize,0
MO,Missouri,570.6955563,No,Basic,Bachelor,1/12/2011,Employed,M,83073,Rural,Married,71,15,46,0,3,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,10.42277,Two-Door Car,Medsize,0
IA,Iowa,258.5444463,No,Basic,High School or Below,1/6/2011,Unemployed,F,0,Suburban,Married,73,14,36,2,1,Personal Auto,Personal L3,Hail,Agent,350.4,Four-Door Car,Medsize,0
IA,Iowa,265.970565,Yes,Extended,College,2/19/2011,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Special Auto,Special L3,Hail,Agent,420.041981,Four-Door Car,Medsize,1
NE,Nebraska,531.0861767,No,Basic,College,2/2/2011,Unemployed,F,0,Suburban,Married,72,17,11,1,3,Personal Auto,Personal L1,Collision,Branch,345.6,Four-Door Car,Small,0
NE,Nebraska,587.4820212,No,Basic,College,1/25/2011,Employed,F,35301,Rural,Married,74,23,68,0,7,Personal Auto,Personal L3,Collision,Agent,128.643975,Four-Door Car,Medsize,0
MO,Missouri,857.9889155,No,Basic,College,1/27/2011,Disabled,F,21829,Suburban,Divorced,111,6,59,0,3,Personal Auto,Personal L2,Hail,Call Center,532.8,Sports Car,Medsize,0
KS,Kansas,890.3966435,No,Premium,Bachelor,1/7/2011,Medical Leave,F,15142,Suburban,Married,116,7,5,0,3,Personal Auto,Personal L2,Hail,Branch,792.609747,Two-Door Car,Small,0
NE,Nebraska,814.9769437,No,Basic,Doctor,1/26/2011,Unemployed,F,0,Suburban,Married,71,28,76,0,2,Corporate Auto,Corporate L3,Hail,Call Center,340.8,Two-Door Car,Medsize,0
NE,Nebraska,257.0162134,No,Basic,Bachelor,1/11/2011,Employed,M,58498,Suburban,Married,67,6,1,3,1,Personal Auto,Personal L3,Hail,Call Center,321.6,Four-Door Car,Small,0
OK,Oklahoma,258.556013,No,Basic,High School or Below,2/2/2011,Employed,F,64592,Suburban,Married,64,12,57,0,1,Personal Auto,Personal L2,Hail,Branch,307.2,Four-Door Car,Medsize,0
MO,Missouri,284.4849804,No,Basic,Bachelor,2/6/2011,Employed,M,80306,Suburban,Divorced,71,11,12,0,1,Corporate Auto,Corporate L1,Scratch/Dent,Call Center,340.8,Two-Door Car,Medsize,0
MO,Missouri,463.3550875,No,Basic,Bachelor,2/28/2011,Employed,F,29105,Rural,Married,117,28,31,0,1,Personal Auto,Personal L3,Hail,Branch,272.612048,Sports Car,Medsize,0
NE,Nebraska,667.8899026,No,Extended,Bachelor,1/12/2011,Employed,F,47137,Rural,Married,84,5,11,0,5,Personal Auto,Personal L1,Other,Agent,161.640052,Four-Door Car,Medsize,0
OK,Oklahoma,222.2865016,No,Basic,College,2/11/2011,Unemployed,F,0,Suburban,Single,62,5,54,0,1,Corporate Auto,Corporate L2,Collision,Agent,446.4,Two-Door Car,Medsize,0
KS,Kansas,852.2759016,No,Basic,Doctor,1/18/2011,Unemployed,F,0,Suburban,Married,109,19,2,0,3,Corporate Auto,Corporate L3,Collision,Call Center,723.786607,SUV,Medsize,0
IA,Iowa,2508.21789,No,Basic,High School or Below,1/22/2011,Unemployed,F,0,Suburban,Single,100,27,58,0,2,Personal Auto,Personal L3,Collision,Branch,1000.850446,SUV,Medsize,0
KS,Kansas,347.9260311,No,Extended,College,2/15/2011,Employed,F,66711,Urban,Married,86,25,92,0,1,Corporate Auto,Corporate L2,Collision,Call Center,366.381387,Two-Door Car,Small,0
IA,Iowa,785.1582939,No,Basic,High School or Below,1/5/2011,Employed,F,48943,Rural,Married,65,17,50,0,2,Corporate Auto,Corporate L3,Collision,Web,105.068788,Two-Door Car,Medsize,0
NE,Nebraska,250.9508795,No,Basic,Bachelor,2/1/2011,Unemployed,F,0,Suburban,Single,71,20,48,0,1,Personal Auto,Personal L3,Collision,Agent,511.2,Four-Door Car,Small,0
IA,Iowa,285.426694,No,Basic,High School or Below,2/10/2011,Employed,F,34807,Suburban,Single,73,8,90,0,1,Personal Auto,Personal L3,Collision,Agent,472.043042,Two-Door Car,Small,0
IA,Iowa,887.9790017,Yes,Basic,High School or Below,2/3/2011,Employed,F,52583,Urban,Single,113,12,59,0,7,Personal Auto,Personal L3,Collision,Agent,528.20086,SUV,Small,1
MO,Missouri,839.2618913,No,Basic,Master,2/8/2011,Unemployed,M,0,Suburban,Married,111,6,51,0,4,Corporate Auto,Corporate L2,Scratch/Dent,Branch,617.396701,Sports Car,Medsize,0
KS,Kansas,527.9478432,No,Basic,High School or Below,2/7/2011,Employed,F,92589,Suburban,Married,65,29,20,0,9,Personal Auto,Personal L3,Other,Call Center,312,Four-Door Car,Large,0
IA,Iowa,827.2330818,No,Basic,College,1/8/2011,Employed,M,96689,Rural,Married,103,34,80,0,5,Personal Auto,Personal L2,Collision,Agent,37.802583,Sports Car,Medsize,0
OK,Oklahoma,766.2429999,No,Basic,High School or Below,2/24/2011,Unemployed,M,0,Suburban,Single,73,28,19,0,2,Corporate Auto,Corporate L2,Collision,Call Center,525.6,Four-Door Car,Medsize,0
MO,Missouri,489.9977003,No,Extended,Doctor,1/25/2011,Employed,M,76594,Suburban,Married,122,26,9,1,1,Personal Auto,Personal L3,Collision,Agent,832.453791,SUV,Medsize,0
NE,Nebraska,450.8862933,No,Basic,Bachelor,2/8/2011,Employed,M,83777,Urban,Married,112,18,74,0,1,Personal Auto,Personal L3,Collision,Branch,377.354191,Sports Car,Small,0
KS,Kansas,309.4320237,No,Extended,College,1/4/2011,Employed,F,20954,Suburban,Married,78,15,27,0,1,Special Auto,Special L1,Hail,Agent,534.501024,Four-Door Car,Medsize,0
OK,Oklahoma,438.3150505,No,Basic,Master,2/10/2011,Employed,M,84491,Rural,Single,110,0,0,0,1,Personal Auto,Personal L1,Other,Agent,156.282093,SUV,Medsize,0
IA,Iowa,253.0705137,Yes,Basic,Bachelor,1/21/2011,Employed,F,89451,Rural,Single,63,11,2,0,1,Personal Auto,Personal L2,Hail,Web,61.769564,Four-Door Car,Medsize,1
NE,Nebraska,829.1659086,No,Basic,High School or Below,1/17/2011,Employed,F,85132,Urban,Married,106,0,60,5,3,Personal Auto,Personal L2,Collision,Web,501.134524,SUV,Medsize,0
NE,Nebraska,816.431273,No,Basic,College,1/13/2011,Disabled,M,11193,Suburban,Single,114,2,88,0,6,Personal Auto,Personal L2,Hail,Agent,820.8,SUV,Small,0
IA,Iowa,233.735182,No,Basic,High School or Below,2/23/2011,Medical Leave,F,28806,Suburban,Married,61,13,90,0,1,Personal Auto,Personal L1,Hail,Call Center,292.8,Four-Door Car,Small,0
KS,Kansas,900.2409572,No,Premium,High School or Below,2/7/2011,Employed,M,76184,Suburban,Married,111,23,19,0,3,Corporate Auto,Corporate L3,Hail,Agent,532.8,Two-Door Car,Small,0
MO,Missouri,538.9499465,Yes,Extended,College,1/7/2011,Employed,M,66429,Rural,Married,136,35,93,0,1,Corporate Auto,Corporate L2,Hail,Agent,57.712985,Sports Car,Medsize,1
MO,Missouri,272.1585434,No,Basic,High School or Below,1/8/2011,Employed,F,43278,Suburban,Married,68,10,10,0,1,Personal Auto,Personal L1,Hail,Call Center,326.4,Four-Door Car,Small,0
MO,Missouri,600.5847375,Yes,Extended,College,2/23/2011,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L3,Collision,Agent,412.8,Four-Door Car,Medsize,1
MO,Missouri,555.5830205,Yes,Basic,Bachelor,2/6/2011,Employed,M,74015,Suburban,Single,72,12,61,0,6,Personal Auto,Personal L3,Hail,Call Center,471.443077,Four-Door Car,Small,1
OK,Oklahoma,547.0060561,Yes,Extended,Bachelor,2/17/2011,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L2,Hail,Agent,702.990032,SUV,Medsize,1
IA,Iowa,1561.090065,No,Premium,Master,1/10/2011,Unemployed,F,0,Urban,Married,119,3,52,5,2,Personal Auto,Personal L3,Hail,Branch,439.352186,Four-Door Car,Medsize,0
NE,Nebraska,261.6613903,Yes,Basic,College,2/25/2011,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Corporate Auto,Corporate L2,Collision,Agent,316.8,Two-Door Car,Medsize,1
IA,Iowa,468.152815,No,Basic,Bachelor,1/26/2011,Disabled,F,14606,Suburban,Married,72,2,94,5,4,Personal Auto,Personal L2,Scratch/Dent,Call Center,439.772868,Four-Door Car,Medsize,0
NE,Nebraska,489.01093,No,Basic,Master,1/30/2011,Unemployed,M,0,Suburban,Divorced,68,21,59,0,7,Personal Auto,Personal L1,Collision,Branch,689.282166,Four-Door Car,Small,0
NE,Nebraska,745.7344801,No,Basic,College,1/3/2011,Employed,F,43406,Suburban,Married,187,6,49,0,1,Personal Auto,Personal L2,Scratch/Dent,Agent,897.6,Luxury SUV,Medsize,0
